IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN17481_c0_g1	2.773890428	-0.01772656	0.230387306	0.761624827	NA
TRINITY_DN1213_c1_g1	6.651014044	-0.017733483	0.196445269	0.790331414	NA
TRINITY_DN1272_c0_g1	6.552921958	-0.017739526	0.194597897	0.791067493	NA
TRINITY_DN3456_c0_g1	35.94230845	-0.017761215	0.133206594	0.805428073	0.964884462
TRINITY_DN996_c0_g1	14.15640455	-0.017763012	0.166122264	0.798966964	0.961763475
TRINITY_DN5064_c0_g1	12.13026379	-0.017777218	0.170157957	0.797964413	0.961563257
TRINITY_DN5347_c0_g1	12.98596948	-0.017780827	0.168087722	0.798366128	0.961563257
TRINITY_DN10876_c0_g1	4.800734208	-0.017789085	0.209624902	0.782257181	NA
TRINITY_DN2922_c0_g1	2.047538778	-0.017818043	0.235813198	0.751577032	NA
TRINITY_DN34108_c0_g1	1.863356845	-0.017830974	0.241745419	0.739102828	NA
TRINITY_DN624_c0_g1	17.639799	-0.017860979	0.156273055	0.799840652	0.961773354
TRINITY_DN1894_c0_g1	4.894498808	-0.017865745	0.209856183	0.781205586	NA
TRINITY_DN108_c4_g1	20.05414436	-0.017869341	0.153648162	0.800258821	0.962102425
TRINITY_DN15617_c0_g1	1.333380787	-0.017926787	0.249973165	0.714102152	NA
TRINITY_DN4579_c4_g1	2.968985767	-0.017956937	0.226079388	0.764643731	NA
TRINITY_DN13098_c0_g1	21.05733853	-0.017961084	0.15210981	0.799568668	0.961763475
TRINITY_DN6500_c0_g1	13.94282666	-0.017964976	0.166151405	0.796759543	0.961563257
TRINITY_DN3003_c0_g1	16.96542772	-0.017971413	0.158724088	0.798169092	0.961563257
TRINITY_DN11650_c0_g1	5.087224779	-0.017978053	0.207939417	0.781224132	NA
TRINITY_DN15258_c0_g1	1.39926188	-0.017990725	0.249566704	0.714621925	NA
TRINITY_DN519_c0_g1	23.14396796	-0.017999634	0.150077682	0.799552507	0.961763475
TRINITY_DN254_c1_g1	1.554892859	-0.01800062	0.245844603	0.726183106	NA
TRINITY_DN3946_c0_g1	6.639244238	-0.018003284	0.194581471	0.788109706	NA
TRINITY_DN2190_c0_g1	3.443733795	-0.018034367	0.221981299	0.768508338	NA
TRINITY_DN18959_c0_g1	3.090437514	-0.018047198	0.227642097	0.761508134	NA
TRINITY_DN7359_c0_g1	1.306431208	-0.018059209	0.249095657	0.715273584	NA
TRINITY_DN1929_c0_g1	49.14670169	-0.01806561	0.133314156	0.802170004	0.962314934
TRINITY_DN137_c4_g1	2.232945078	-0.018076583	0.23879547	0.742419746	NA
TRINITY_DN21340_c0_g1	15.50746952	-0.018079899	0.162969444	0.796154944	0.961563257
TRINITY_DN2792_c0_g2	34.27824925	-0.018081013	0.135271284	0.801634719	0.962208539
TRINITY_DN4137_c0_g1	15.32953285	-0.018082417	0.162694643	0.796182578	0.961563257
TRINITY_DN829_c0_g1	3.255353383	-0.018099446	0.222329333	0.767344843	NA
TRINITY_DN23568_c0_g1	10.34955057	-0.018115227	0.174960961	0.793163981	0.960845251
TRINITY_DN3903_c0_g1	5.486370849	-0.018137676	0.201393812	0.783323393	NA
TRINITY_DN202_c1_g1	2.443508801	-0.018153004	0.233539734	0.751314067	NA
TRINITY_DN2000_c1_g1	9.343906406	-0.01819202	0.189786075	0.787902042	0.959373043
TRINITY_DN15817_c0_g1	4.621477249	-0.018204318	0.209571697	0.777489773	NA
TRINITY_DN1728_c0_g1	36.89523856	-0.018216233	0.131819078	0.800844211	0.962208539
TRINITY_DN4900_c0_g1	7.13705009	-0.018240546	0.191613794	0.786666914	NA
TRINITY_DN5048_c0_g2	2.698095007	-0.018246053	0.231980381	0.752703838	NA
TRINITY_DN8667_c0_g1	43.90728303	-0.018264216	0.130200839	0.800619864	0.962208539
TRINITY_DN7747_c0_g1	66.70778798	-0.018264434	0.118419484	0.801936795	0.962208539
TRINITY_DN5302_c0_g1	11.51804308	-0.018281347	0.175656975	0.79117281	0.959691836
TRINITY_DN517_c1_g1	65.39937468	-0.018295877	0.115866609	0.801617352	0.962208539
TRINITY_DN176_c6_g1	41.56947428	-0.018318353	0.144235406	0.797303785	0.961563257
TRINITY_DN9192_c0_g1	22.35090616	-0.018341044	0.14830917	0.796236132	0.961563257
TRINITY_DN1116_c2_g1	27.34868277	-0.018357063	0.143306668	0.797079023	0.961563257
TRINITY_DN8254_c1_g1	5.178087824	-0.01837918	0.205919266	0.777930704	NA
TRINITY_DN3549_c0_g1	12.24840919	-0.018379715	0.171917183	0.790987849	0.959691836
TRINITY_DN3389_c0_g1	11.86726318	-0.018425397	0.171195708	0.790653996	0.959691836
TRINITY_DN3376_c2_g1	3.907890409	-0.018435178	0.216229632	0.769458772	NA
TRINITY_DN337_c2_g1	4.092651965	-0.01843725	0.214750213	0.770736038	NA
TRINITY_DN4988_c0_g1	11.98892735	-0.01848152	0.169761266	0.790363812	0.959691836
TRINITY_DN4102_c0_g1	4.064957016	-0.018486749	0.21369015	0.771051952	NA
TRINITY_DN402_c4_g1	6.496059173	-0.018510692	0.194513272	0.782452671	NA
TRINITY_DN16208_c1_g1	9.686899259	-0.018512825	0.183388949	0.786500099	0.959368549
TRINITY_DN9784_c0_g1	2.075107279	-0.018520076	0.242545015	0.728052234	NA
TRINITY_DN15837_c2_g1	1.797584071	-0.018542233	0.239893038	0.734013922	NA
TRINITY_DN2839_c2_g1	17.37835353	-0.01854597	0.164384798	0.790810304	0.959691836
TRINITY_DN12979_c0_g1	4.374752433	-0.018559552	0.213873021	0.770052187	NA
TRINITY_DN3013_c0_g1	11.27252736	-0.018568842	0.173086028	0.78865142	0.959691836
TRINITY_DN3883_c0_g1	9.140849047	-0.018577346	0.181084127	0.786475463	0.959368549
TRINITY_DN4655_c0_g1	5.118936007	-0.018581385	0.207025783	0.774902056	NA
TRINITY_DN14980_c0_g1	2.726537643	-0.018604987	0.229291499	0.752354668	NA
TRINITY_DN1682_c0_g1	9.914085519	-0.018606438	0.182497261	0.785739699	0.959368549
TRINITY_DN4043_c0_g1	5.64288354	-0.018684446	0.207196568	0.773609604	NA
TRINITY_DN22073_c0_g1	32.31079285	-0.018717397	0.136727171	0.794581706	0.961254154
TRINITY_DN340_c1_g1	29.8714474	-0.018730391	0.140073654	0.793760746	0.9610582
TRINITY_DN846_c0_g1	125.503085	-0.01875248	0.112749095	0.796615528	0.961563257
TRINITY_DN3175_c0_g1	7.822429252	-0.018780363	0.190773798	0.780986324	0.957974321
TRINITY_DN4583_c0_g1	32.76986849	-0.018801359	0.137671249	0.793498811	0.960915802
TRINITY_DN1556_c0_g1	4.370711665	-0.01880511	0.210291412	0.770039509	NA
TRINITY_DN2688_c0_g1	8.211753466	-0.018807708	0.187487496	0.781898812	0.957974321
TRINITY_DN10770_c0_g1	1.609579494	-0.018809259	0.24814442	0.708118129	NA
TRINITY_DN6130_c0_g1	2.486804353	-0.018811956	0.237457381	0.735716552	NA
TRINITY_DN4166_c0_g1	4.47419118	-0.018821362	0.210981249	0.7693315	NA
TRINITY_DN23526_c0_g1	1.738429353	-0.018825719	0.242834159	0.72329887	NA
TRINITY_DN388_c0_g1	22.01543507	-0.018827092	0.148024432	0.791087071	0.959691836
TRINITY_DN2406_c2_g1	1.664653992	-0.018841123	0.244789584	0.717866095	NA
TRINITY_DN5888_c0_g1	2.740751935	-0.018873687	0.227361148	0.751797695	NA
TRINITY_DN6599_c0_g1	14.69251645	-0.018879643	0.163978705	0.787281964	0.959373043
TRINITY_DN5585_c0_g3	2.463565109	-0.0188825	0.230575751	0.747017072	NA
TRINITY_DN1514_c1_g1	22.53313199	-0.018898855	0.151199237	0.789670433	0.959691836
TRINITY_DN4720_c0_g1	8.846310742	-0.018909531	0.181660565	0.782658563	0.95824581
TRINITY_DN553_c0_g1	14.75742745	-0.018915314	0.163138607	0.78707094	0.959373043
TRINITY_DN672_c0_g1	28.14000326	-0.018967347	0.142804799	0.790671287	0.959691836
TRINITY_DN1118_c4_g2	3.825970432	-0.018968445	0.217883411	0.761649568	NA
TRINITY_DN4019_c0_g1	16.45332038	-0.018977082	0.160804509	0.786884308	0.959368549
TRINITY_DN1556_c2_g1	1.816672949	-0.018991392	0.241437491	0.724603546	NA
TRINITY_DN4371_c0_g1	3.765758389	-0.019099646	0.221234926	0.756623926	NA
TRINITY_DN8303_c0_g1	5.696850738	-0.019102867	0.263193198	0.624210747	NA
TRINITY_DN1411_c0_g1	43.18705759	-0.019123241	0.128256258	0.791860756	0.960154601
TRINITY_DN24289_c0_g1	2.421502883	-0.019137102	0.238143092	0.730160146	NA
TRINITY_DN7148_c0_g1	24.5507756	-0.019150451	0.154529087	0.78629595	0.959368549
TRINITY_DN8294_c0_g1	2.333492041	-0.01916884	0.234850516	0.736248464	NA
TRINITY_DN4805_c0_g1	2.326379026	-0.019179458	0.233395347	0.738722295	NA
TRINITY_DN5076_c0_g1	45.05318734	-0.019194468	0.127417018	0.791242205	0.959691836
TRINITY_DN3910_c0_g1	4.227680035	-0.01921442	0.217376067	0.759262977	NA
TRINITY_DN6581_c0_g1	6.396015717	-0.019228929	0.198894478	0.772337559	NA
TRINITY_DN22838_c0_g1	4.404587132	-0.019297974	0.211437507	0.763493521	NA
TRINITY_DN974_c0_g1	5.667383477	-0.019306018	0.203115634	0.769128665	NA
TRINITY_DN3919_c0_g2	4.895399641	-0.019345715	0.212231971	0.762307948	NA
TRINITY_DN11907_c0_g1	4.246763152	-0.019346813	0.2140625	0.760758732	NA
TRINITY_DN1353_c0_g1	12.06409628	-0.019399942	0.171033553	0.780098472	0.957400116
TRINITY_DN5074_c0_g1	8.083141714	-0.019425904	0.192597469	0.773089037	0.955061104
TRINITY_DN4990_c0_g1	27.41314755	-0.019431049	0.140885751	0.78614602	0.959368549
TRINITY_DN5037_c0_g1	2.238167314	-0.019449346	0.240220926	0.72157666	NA
TRINITY_DN12884_c0_g1	2.048798632	-0.019459764	0.23805029	0.726261136	NA
TRINITY_DN4550_c0_g1	8.20556972	-0.019479896	0.190844622	0.773213093	0.955061104
TRINITY_DN7017_c0_g1	2.498697379	-0.019482352	0.229504494	0.741317611	NA
TRINITY_DN11355_c0_g1	11.06404296	-0.019483644	0.17479537	0.778273308	0.956747357
TRINITY_DN1736_c0_g2	48.55045201	-0.019496183	0.126326493	0.788228322	0.959594837
TRINITY_DN2070_c0_g1	3.299433429	-0.019496221	0.224958782	0.747480329	NA
TRINITY_DN17_c0_g1	76.85301088	-0.019499205	0.117079276	0.788944324	0.959691836
TRINITY_DN9567_c0_g1	18.15585851	-0.01950639	0.155450181	0.782292938	0.957974321
TRINITY_DN2667_c0_g2	26.07778988	-0.019560839	0.144035234	0.784099442	0.959368549
TRINITY_DN267_c0_g2	1.901957585	-0.019580943	0.240761041	0.718618402	NA
TRINITY_DN1621_c1_g2	2.221399524	-0.019591549	0.234862564	0.730954999	NA
TRINITY_DN265_c0_g1	1.81024778	-0.019625027	0.242479376	0.713787878	NA
TRINITY_DN1055_c0_g1	39.97417641	-0.019638215	0.130842596	0.785986822	0.959368549
TRINITY_DN4293_c0_g1	4.237026575	-0.019649635	0.21239222	0.758685119	NA
TRINITY_DN374_c0_g1	79.03300011	-0.019670268	0.125101726	0.786567406	0.959368549
TRINITY_DN5918_c1_g1	48.04089051	-0.019681185	0.125284712	0.786428437	0.959368549
TRINITY_DN4285_c0_g1	56.76863392	-0.019697965	0.120397697	0.786745648	0.959368549
TRINITY_DN1464_c6_g1	18.33573725	-0.019698714	0.15808834	0.779687501	0.957400116
TRINITY_DN1459_c0_g1	27.08091067	-0.019711106	0.14689647	0.781894094	0.957974321
TRINITY_DN5880_c0_g1	13.91118597	-0.019732114	0.167974792	0.77721075	0.956147298
TRINITY_DN752_c0_g1	13.83348484	-0.019753885	0.165453345	0.777535272	0.956369821
TRINITY_DN95_c0_g2	9.109644718	-0.019756278	0.180496907	0.773745809	0.955061104
TRINITY_DN295_c8_g1	2.01479923	-0.019795148	0.239139894	0.719639334	NA
TRINITY_DN3997_c0_g1	14.22813634	-0.019809348	0.164366996	0.777174665	0.956147298
TRINITY_DN4095_c0_g1	6.738049842	-0.019862298	0.19645862	0.766499081	NA
TRINITY_DN176_c2_g1	4.542428349	-0.019872095	0.212653228	0.755917254	NA
TRINITY_DN550_c0_g1	32.61384617	-0.019872566	0.141926856	0.781244322	0.957974321
TRINITY_DN6131_c0_g1	1.658944382	-0.019872993	0.244659116	0.704640766	NA
TRINITY_DN1481_c0_g1	9.533676524	-0.019880644	0.181578757	0.772064969	0.955061104
TRINITY_DN3278_c0_g1	22.19298816	-0.019905086	0.149708584	0.779234458	0.957400116
TRINITY_DN3025_c1_g1	9.512512286	-0.019914598	0.180595476	0.77199276	0.955061104
TRINITY_DN3330_c0_g1	3.072290651	-0.020028134	0.228138035	0.736757775	NA
TRINITY_DN1307_c0_g1	19.09846948	-0.02004274	0.156824895	0.776270999	0.955933385
TRINITY_DN4145_c0_g1	133.7979965	-0.020056582	0.101758983	0.779863247	0.957400116
TRINITY_DN2658_c1_g1	7.664172062	-0.020058181	0.190758255	0.766877252	0.953654977
TRINITY_DN5484_c0_g1	21.77933462	-0.020064624	0.153433282	0.776749717	0.955933385
TRINITY_DN7789_c0_g1	6.209445392	-0.020066311	0.203281778	0.760481994	NA
TRINITY_DN11434_c0_g1	19.58797557	-0.020081081	0.155253225	0.77619162	0.955933385
TRINITY_DN3579_c0_g1	3.210505913	-0.02009197	0.221556786	0.744569625	NA
TRINITY_DN2442_c0_g1	14.51066895	-0.020097337	0.166050515	0.773710399	0.955061104
TRINITY_DN13081_c0_g1	18.0279684	-0.020100983	0.15520267	0.775989951	0.955933385
TRINITY_DN4215_c0_g1	2.755089851	-0.020113175	0.228762058	0.73481075	NA
TRINITY_DN98_c2_g1	2.94460735	-0.020114968	0.231234456	0.730896707	NA
TRINITY_DN1615_c0_g1	36.20438617	-0.020132842	0.134392047	0.78009051	0.957400116
TRINITY_DN2640_c0_g1	4.385955606	-0.020132971	0.217118734	0.748839721	NA
TRINITY_DN1882_c0_g1	12.68665094	-0.020140816	0.169109773	0.772547588	0.955061104
TRINITY_DN2893_c0_g1	7.539572172	-0.020198957	0.191062364	0.765205851	0.953654977
TRINITY_DN2886_c1_g1	66.53373146	-0.020211098	0.11705717	0.781472625	0.957974321
TRINITY_DN2064_c0_g1	4.231412378	-0.020212735	0.213415165	0.751365596	NA
TRINITY_DN2794_c0_g1	9.316756688	-0.020259945	0.185275634	0.766727148	0.953654977
TRINITY_DN8597_c0_g1	8.506476948	-0.020262586	0.187473601	0.765912181	0.953654977
TRINITY_DN12651_c0_g1	15.72880023	-0.020293462	0.160531627	0.772808048	0.955061104
TRINITY_DN5655_c0_g2	2.177725982	-0.02031773	0.240328072	0.710275448	NA
TRINITY_DN4783_c0_g1	28.71907913	-0.020354716	0.145640575	0.77533583	0.955933385
TRINITY_DN8508_c0_g1	2.353650596	-0.020361867	0.232859675	0.725116649	NA
TRINITY_DN9657_c0_g1	14.91439233	-0.02036236	0.164437917	0.77122438	0.955061104
TRINITY_DN3675_c0_g1	10.57710545	-0.020371658	0.178475931	0.767652273	0.954084158
TRINITY_DN4174_c0_g1	1.633641296	-0.020377065	0.246553353	0.692342271	NA
TRINITY_DN8442_c0_g1	2.848068197	-0.020418226	0.229671359	0.729747963	NA
TRINITY_DN21207_c0_g1	10.39466285	-0.02050065	0.176387413	0.766841964	0.953654977
TRINITY_DN1227_c1_g1	9.803437102	-0.0205261	0.180043685	0.765520628	0.953654977
TRINITY_DN4965_c0_g1	16.1028565	-0.020541878	0.161677293	0.769907267	0.954703125
TRINITY_DN2439_c3_g1	39.20929958	-0.020547348	0.131049649	0.776394664	0.955933385
TRINITY_DN5394_c0_g1	1.856788124	-0.020577053	0.241540168	0.704006558	NA
TRINITY_DN949_c0_g1	11.56921615	-0.020581853	0.173843913	0.766641612	0.953654977
TRINITY_DN3763_c0_g1	9.407763681	-0.020587004	0.182166091	0.764203935	0.953290575
TRINITY_DN1285_c0_g1	15.21066699	-0.020611815	0.163184382	0.768831397	0.954637043
TRINITY_DN178_c0_g1	47.77052747	-0.020621484	0.12655934	0.776388356	0.955933385
TRINITY_DN765_c1_g4	48.3954362	-0.020661683	0.124480873	0.776256895	0.955933385
TRINITY_DN3282_c0_g1	162.5318268	-0.02072108	0.094409681	0.768080855	0.954281198
TRINITY_DN2666_c0_g1	6.504682059	-0.02078129	0.195508921	0.756811602	NA
TRINITY_DN3547_c0_g1	7.838855178	-0.020790692	0.188867491	0.759616229	0.951735952
TRINITY_DN8031_c0_g1	6.899974927	-0.020803997	0.196279886	0.756181784	NA
TRINITY_DN5456_c0_g1	15.36987586	-0.020817668	0.160880974	0.767138382	0.953801559
TRINITY_DN7903_c0_g1	3.700590322	-0.020825996	0.224863369	0.731854644	NA
TRINITY_DN9607_c0_g1	7.461400361	-0.020829049	0.190204847	0.758660716	NA
TRINITY_DN3889_c1_g1	4.086309633	-0.020839071	0.216108364	0.741712702	NA
TRINITY_DN478_c0_g1	188.5182725	-0.020843495	0.093024367	0.765578495	0.953654977
TRINITY_DN935_c0_g1	55.58477176	-0.020854261	0.122599737	0.774458513	0.955586505
TRINITY_DN5515_c1_g1	5.166547936	-0.020891774	0.205308302	0.749942493	NA
TRINITY_DN2916_c0_g1	2.772684418	-0.020895585	0.226922718	0.728186918	NA
TRINITY_DN77_c1_g1	29.9017211	-0.020903665	0.145011551	0.769674324	0.954637043
TRINITY_DN2093_c0_g1	21.15144715	-0.020904923	0.151485724	0.768240796	0.954281198
TRINITY_DN36_c4_g1	4.353275041	-0.020910908	0.21281546	0.743938845	NA
TRINITY_DN2559_c0_g1	24.03947118	-0.020925715	0.146256372	0.769166426	0.954637043
TRINITY_DN2628_c0_g1	65.99873252	-0.020945036	0.120639815	0.773676022	0.955061104
TRINITY_DN2250_c1_g2	1.914729613	-0.02095036	0.241941839	0.698255913	NA
TRINITY_DN865_c0_g1	5.329649097	-0.020976107	0.209834001	0.7456826	NA
TRINITY_DN12242_c0_g1	3.003977537	-0.020987671	0.227802939	0.725810153	NA
TRINITY_DN4713_c1_g1	2.612334999	-0.020996229	0.23068485	0.721180261	NA
TRINITY_DN3936_c0_g1	75.83557285	-0.021001864	0.114929221	0.773140885	0.955061104
TRINITY_DN5395_c1_g1	5.51086687	-0.021039505	0.201416667	0.750775565	NA
TRINITY_DN2346_c0_g1	7.218155159	-0.021100894	0.192885938	0.75453828	NA
TRINITY_DN5773_c0_g1	5.385978642	-0.021111751	0.205691478	0.747227221	NA
TRINITY_DN5771_c0_g1	1.405518493	-0.021114806	0.248053172	0.677744672	NA
TRINITY_DN18261_c0_g1	88.34250025	-0.021116389	0.110940354	0.771513617	0.955061104
TRINITY_DN909_c2_g1	33.23606587	-0.021157544	0.135990638	0.768996421	0.954637043
TRINITY_DN2541_c0_g1	2.491383683	-0.021200558	0.23259959	0.715426049	NA
TRINITY_DN16463_c0_g1	2.087330505	-0.021305751	0.237983105	0.703377907	NA
TRINITY_DN1742_c0_g2	12.18328488	-0.021334768	0.170434233	0.759427842	0.951687853
TRINITY_DN14912_c0_g1	2.417894984	-0.021342759	0.241083218	0.695546583	NA
TRINITY_DN6937_c0_g1	22.00060554	-0.021370409	0.155381915	0.7624664	0.952082013
TRINITY_DN6268_c0_g1	3.013055984	-0.021428201	0.227260129	0.7214179	NA
TRINITY_DN1423_c0_g1	7.287021162	-0.021460625	0.192410172	0.75082961	NA
TRINITY_DN521_c1_g1	42.87975002	-0.02147115	0.132413293	0.766464666	0.953654977
TRINITY_DN12679_c0_g1	16.49830707	-0.021535783	0.15838768	0.760057489	0.951902007
TRINITY_DN19311_c0_g1	1.985033604	-0.021557558	0.241107269	0.692812399	NA
TRINITY_DN3474_c0_g1	63.86179038	-0.021567589	0.116749211	0.767300813	0.953825394
TRINITY_DN15669_c0_g1	12.84030129	-0.021578423	0.169354085	0.75709382	0.95144029
TRINITY_DN8373_c1_g1	3.516228285	-0.021579645	0.229132939	0.716764141	NA
TRINITY_DN2142_c0_g1	48.71143676	-0.02158222	0.129955054	0.765783146	0.953654977
TRINITY_DN6785_c0_g1	10.16199051	-0.021605002	0.180543403	0.753732105	0.95052884
TRINITY_DN3637_c0_g1	8.348769141	-0.021605819	0.187076951	0.75146222	0.950101682
TRINITY_DN7009_c0_g1	6.954560021	-0.021614344	0.19324471	0.748775881	NA
TRINITY_DN3457_c0_g1	60.64501462	-0.021656241	0.121318342	0.76621722	0.953654977
TRINITY_DN1629_c0_g1	51.56250586	-0.021662873	0.122820538	0.766010254	0.953654977
TRINITY_DN5965_c0_g1	4.251767086	-0.021709088	0.217732707	0.730131957	NA
TRINITY_DN535_c0_g1	75.9744574	-0.021712997	0.11353807	0.76561659	0.953654977
TRINITY_DN9851_c0_g1	12.62530522	-0.021742155	0.171017435	0.754936497	0.951049643
TRINITY_DN4914_c0_g1	16.9822807	-0.021757437	0.159788768	0.757401838	0.951468195
TRINITY_DN6616_c0_g2	32.80425251	-0.021771987	0.137886779	0.762153712	0.951902007
TRINITY_DN1151_c0_g1	277.6802875	-0.02179713	0.088739566	0.750761148	0.950101682
TRINITY_DN14025_c1_g1	2.456716615	-0.021797793	0.239905072	0.692845089	NA
TRINITY_DN1933_c0_g1	4.316932253	-0.02180832	0.214017235	0.732710988	NA
TRINITY_DN11105_c0_g1	3.242649358	-0.021827705	0.224451512	0.720721898	NA
TRINITY_DN1551_c0_g1	10.25749524	-0.021829123	0.177735727	0.752183105	0.950332562
TRINITY_DN3823_c0_g1	12.82325692	-0.021841501	0.170136919	0.754099782	0.950728338
TRINITY_DN2761_c0_g1	6.159865456	-0.021842438	0.199380021	0.743125376	NA
TRINITY_DN5190_c0_g1	7.391893391	-0.021848693	0.193653551	0.746036386	NA
TRINITY_DN11936_c0_g1	2.982927404	-0.02186224	0.224601935	0.720118383	NA
TRINITY_DN27648_c0_g1	10.42621863	-0.021869896	0.179758247	0.751136094	0.950101682
TRINITY_DN614_c0_g1	14.48455977	-0.021884953	0.167080381	0.754381879	0.950903928
TRINITY_DN2757_c0_g1	125.6029566	-0.021923965	0.103774687	0.760962302	0.951902007
TRINITY_DN2853_c1_g1	202.9645972	-0.021937067	0.089766225	0.750380584	0.950101682
TRINITY_DN10225_c0_g1	7.702112096	-0.021939729	0.19326648	0.745230091	0.949724639
TRINITY_DN7376_c0_g1	1.860965225	-0.021944721	0.240225278	0.690250627	NA
TRINITY_DN7126_c0_g2	5.977714746	-0.021970216	0.198619838	0.742157204	NA
TRINITY_DN19862_c0_g1	11.62904722	-0.021970287	0.173999835	0.75172748	0.950188194
TRINITY_DN3871_c0_g1	18.20165086	-0.021977659	0.156527139	0.755800968	0.951148687
TRINITY_DN1347_c0_g1	6.129339945	-0.021984386	0.200681612	0.740809388	NA
TRINITY_DN2646_c0_g1	29.53692787	-0.021984794	0.144464076	0.758436902	0.951675578
TRINITY_DN1372_c0_g1	97.56638564	-0.021991433	0.10648083	0.761267278	0.951902007
TRINITY_DN6562_c0_g1	3.462003014	-0.021998514	0.219157395	0.725283136	NA
TRINITY_DN925_c0_g1	39.25343471	-0.022002806	0.141231104	0.758986747	0.951675578
TRINITY_DN5223_c0_g1	3.727788694	-0.022005841	0.216167259	0.728390415	NA
TRINITY_DN3817_c5_g1	7.850810446	-0.022019387	0.190588986	0.745569712	0.949724639
TRINITY_DN929_c0_g1	1.757249895	-0.022036004	0.248194185	0.665386492	NA
TRINITY_DN3306_c0_g1	12.59553054	-0.022054867	0.172294607	0.751279688	0.950101682
TRINITY_DN6192_c0_g1	2.084839349	-0.02207263	0.239332298	0.690863042	NA
TRINITY_DN5332_c0_g1	5.734839484	-0.02213823	0.200748451	0.739084672	NA
TRINITY_DN2310_c0_g1	62.76825619	-0.022160737	0.118244905	0.761130988	0.951902007
TRINITY_DN7810_c0_g1	1.711065232	-0.022165927	0.245663046	0.672242685	NA
TRINITY_DN9608_c0_g1	1.878773464	-0.022178098	0.241477291	0.684180413	NA
TRINITY_DN4306_c0_g1	24.97698663	-0.022183021	0.146027386	0.756004634	0.951148687
TRINITY_DN3986_c0_g1	73.91575754	-0.022192127	0.115701259	0.760778325	0.951902007
TRINITY_DN9_c0_g2	5.395235914	-0.022202832	0.202902272	0.737029687	NA
TRINITY_DN11524_c0_g1	17.4768739	-0.022216187	0.159025559	0.752728646	0.95043947
TRINITY_DN2745_c0_g1	9.766601914	-0.022227391	0.184708779	0.745648492	0.949724639
TRINITY_DN5010_c0_g1	6.872635537	-0.022286924	0.193839951	0.741194999	NA
TRINITY_DN3376_c1_g1	6.495433258	-0.022328971	0.196295053	0.739507213	NA
TRINITY_DN1032_c2_g1	59.08773926	-0.022357373	0.120526979	0.758996293	0.951675578
TRINITY_DN2154_c0_g1	8.021208604	-0.022398516	0.189814769	0.741811104	0.949724639
TRINITY_DN22048_c0_g1	2.565690555	-0.022403891	0.229769211	0.706043388	NA
TRINITY_DN6040_c0_g1	3.457675432	-0.022408975	0.219229537	0.720540535	NA
TRINITY_DN7889_c0_g1	6.17513135	-0.022412887	0.197293769	0.73806489	NA
TRINITY_DN3465_c0_g1	6.196897043	-0.022432249	0.199853053	0.736407914	NA
TRINITY_DN1080_c0_g1	19.22854853	-0.022434277	0.157748161	0.750720068	0.950101682
TRINITY_DN5538_c0_g1	5.337234188	-0.022459631	0.205034559	0.732771157	NA
TRINITY_DN7464_c0_g1	2.304983193	-0.022473005	0.23569172	0.694179034	NA
TRINITY_DN778_c0_g1	14.15705891	-0.022497476	0.171121553	0.746886139	0.949907911
TRINITY_DN10734_c0_g1	5.218521112	-0.022515764	0.20595298	0.731499087	NA
TRINITY_DN5860_c0_g2	14.88158989	-0.022519963	0.162438116	0.748751591	0.950101682
TRINITY_DN13885_c0_g1	16.01520143	-0.022557358	0.161416628	0.748592568	0.950101682
TRINITY_DN5916_c0_g1	17.23930569	-0.022587276	0.159168022	0.748790462	0.950101682
TRINITY_DN2723_c0_g1	13.65845146	-0.02260144	0.170670402	0.745901688	0.949724639
TRINITY_DN1066_c0_g1	23.5770862	-0.022612101	0.150346984	0.750528009	0.950101682
TRINITY_DN204_c0_g1	3.258197792	-0.022628474	0.223283159	0.713069846	NA
TRINITY_DN10127_c0_g1	10.83224507	-0.022658615	0.176541575	0.743692363	0.949724639
TRINITY_DN6519_c0_g1	3.125723219	-0.022665124	0.224643487	0.710808991	NA
TRINITY_DN249_c0_g1	29.27137355	-0.022711899	0.140266032	0.751816072	0.950188194
TRINITY_DN5222_c0_g1	2.77104088	-0.022743726	0.228036716	0.704890293	NA
TRINITY_DN2726_c0_g1	7.413225205	-0.022746498	0.190954717	0.737573803	NA
TRINITY_DN919_c0_g1	48.53295554	-0.022751055	0.131557304	0.753329597	0.950477252
TRINITY_DN3423_c0_g2	4.856904101	-0.022770448	0.211562277	0.724194255	NA
TRINITY_DN3374_c0_g1	17.52248531	-0.022813759	0.159528857	0.746329178	0.949724639
TRINITY_DN7131_c0_g1	15.11677345	-0.022820658	0.163862175	0.745254091	0.949724639
TRINITY_DN9871_c0_g1	10.6899925	-0.022822687	0.177161317	0.741768509	0.949724639
TRINITY_DN7948_c0_g1	1.389510279	-0.02282351	0.250562398	0.646360996	NA
TRINITY_DN1365_c0_g1	15.738964	-0.022827104	0.160799339	0.74589783	0.949724639
TRINITY_DN14577_c0_g1	376.715641	-0.02283917	0.081385195	0.728643291	0.946596494
TRINITY_DN3661_c0_g1	689.1444917	-0.022841817	0.0715724	0.708020432	0.941615706
TRINITY_DN5090_c0_g1	7.44815365	-0.022858541	0.191193111	0.736263978	NA
TRINITY_DN8764_c0_g1	11.85963357	-0.022880272	0.172625669	0.742439259	0.949724639
