IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN11485_c0_g1	5.917366254	0.268110863	0.401474635	0.019030718	NA
TRINITY_DN2696_c0_g1	9.28661173	0.267261775	0.359376266	0.024991732	0.22407718
TRINITY_DN156_c0_g1	26.220078	0.263848166	0.263103355	0.02221798	0.209825972
TRINITY_DN1466_c0_g1	26.91966333	0.263056512	0.266646978	0.022926494	0.21490358
TRINITY_DN1989_c0_g1	43.66793826	0.263015355	0.220662474	0.015972571	0.165905428
TRINITY_DN5895_c0_g1	13.85413198	0.26238729	0.31795676	0.02734793	0.236778306
TRINITY_DN4068_c0_g1	55.97580832	0.261988467	0.198023375	0.012413698	0.139848399
TRINITY_DN2542_c0_g1	15.68003644	0.261928175	0.311250776	0.027259514	0.236424851
TRINITY_DN202_c0_g2	59.11539171	0.261234481	0.205690183	0.013909066	0.152063321
TRINITY_DN91_c0_g1	20.10841411	0.260950205	0.289355461	0.026105419	0.231437927
TRINITY_DN6843_c0_g1	94.73033015	0.260683962	0.171266749	0.008264539	0.106431921
TRINITY_DN385_c4_g1	3.788122584	0.260524917	0.439259317	0.010335316	NA
TRINITY_DN3552_c0_g2	221.0214343	0.259956852	0.129584307	0.002718988	0.046777831
TRINITY_DN20109_c0_g1	74.46446157	0.25933426	0.179913047	0.009953743	0.121155436
TRINITY_DN4926_c0_g1	31.91750811	0.258771226	0.253819619	0.02252979	0.211872609
TRINITY_DN205_c0_g1	67.31889499	0.258423901	0.202143223	0.014023536	0.152347571
TRINITY_DN4054_c0_g1	28.94571078	0.258284504	0.252086891	0.02243238	0.211550692
TRINITY_DN1633_c0_g1	138.7977447	0.257669194	0.15114758	0.005706121	0.079981792
TRINITY_DN18623_c0_g1	10.1486526	0.257160776	0.346936366	0.028134711	0.241392916
TRINITY_DN3469_c0_g1	68.7684274	0.257023251	0.191676673	0.012529514	0.140677075
TRINITY_DN20_c0_g1	28.73834868	0.255394791	0.256356095	0.024027814	0.220051145
TRINITY_DN3887_c0_g1	77.02987514	0.254953118	0.175052292	0.010082535	0.122499125
TRINITY_DN779_c0_g1	317.0426398	0.254556315	0.107081099	0.001126187	0.023286199
TRINITY_DN3012_c0_g1	100.1084789	0.254515584	0.164522949	0.008365891	0.107115583
TRINITY_DN27949_c0_g1	710.1947942	0.253148179	0.133399604	0.00387555	0.06057139
TRINITY_DN406_c0_g3	12.32909642	0.252926897	0.327335761	0.030164114	0.251040838
TRINITY_DN1769_c3_g2	90.47614328	0.25262514	0.175832023	0.01075865	0.127005483
TRINITY_DN1281_c0_g2	17.7702074	0.252614708	0.304465386	0.02991961	0.250290098
TRINITY_DN2649_c0_g1	12.9614237	0.25179313	0.322043843	0.030572719	0.253175578
TRINITY_DN903_c0_g1	14.31114882	0.25150574	0.307016856	0.030404906	0.252413794
TRINITY_DN1078_c0_g1	195.8900909	0.250970502	0.137228542	0.004681593	0.069615994
TRINITY_DN5811_c0_g1	76.54535462	0.250861215	0.178534001	0.011687471	0.134164107
TRINITY_DN1710_c0_g1	144.1498252	0.250356587	0.15697042	0.00791508	0.102526462
TRINITY_DN605_c0_g1	262.513373	0.250281229	0.109216772	0.001519051	0.029746584
TRINITY_DN12612_c0_g1	61.16910221	0.250115665	0.190094167	0.014075729	0.152347571
TRINITY_DN1576_c0_g2	81.69036269	0.250058016	0.320660335	0.031124335	0.255204215
TRINITY_DN2799_c0_g1	39.94976299	0.249869363	0.218820398	0.019621058	0.19220592
TRINITY_DN703_c0_g1	47.23076405	0.249800758	0.207567552	0.017521269	0.177020655
TRINITY_DN251_c0_g1	15.78422479	0.249627916	0.306437407	0.031023757	0.254693188
TRINITY_DN6434_c0_g1	29.71137415	0.248873654	0.247565485	0.025005909	0.22407718
TRINITY_DN5369_c0_g1	94.15466175	0.248660483	0.167305579	0.010135391	0.122881267
TRINITY_DN1780_c0_g2	16.02093391	0.248139283	0.312912805	0.031709327	0.259013947
TRINITY_DN2044_c0_g1	18.785228	0.246884664	0.301130705	0.031763335	0.259013947
TRINITY_DN5388_c0_g1	56.96062829	0.246592749	0.193742752	0.015830634	0.16494579
TRINITY_DN2098_c2_g1	17.47397794	0.246321646	0.302660966	0.03203871	0.260138695
TRINITY_DN1319_c2_g1	9.676726591	0.246090264	0.346950383	0.030837866	0.254421948
TRINITY_DN7730_c0_g1	39.23110918	0.245915707	0.232989925	0.023623678	0.218150413
TRINITY_DN3991_c0_g1	18.73639027	0.245904624	0.287700786	0.031228787	0.255745709
TRINITY_DN2785_c0_g1	26.99025437	0.2456587	0.256641194	0.027637057	0.238043375
TRINITY_DN319_c0_g1	443.6096481	0.245403583	0.132507643	0.004790452	0.070780884
TRINITY_DN2092_c0_g1	27.73708049	0.245150403	0.249560072	0.026742476	0.233357015
TRINITY_DN9567_c1_g1	8.97246724	0.243849377	0.353656187	0.030536223	0.253175578
TRINITY_DN8563_c0_g1	24.53099116	0.243793664	0.259771425	0.02883477	0.244778908
TRINITY_DN1845_c0_g1	36.98286262	0.243326432	0.230756034	0.024201423	0.220730236
TRINITY_DN2927_c2_g1	8.597600908	0.242270317	0.360247367	0.029831789	0.250249626
TRINITY_DN19126_c0_g1	7.187085929	0.241645247	0.359426008	0.030097616	NA
TRINITY_DN15259_c0_g1	3.2984496	0.239364844	0.429134778	0.010922846	NA
TRINITY_DN1076_c0_g1	49.28496745	0.239183071	0.206968645	0.021092421	0.20206236
TRINITY_DN1478_c0_g1	29.6773685	0.238337743	0.243314463	0.02848885	0.243177903
TRINITY_DN4187_c0_g1	48.46973876	0.238320673	0.202866543	0.020553978	0.198907538
TRINITY_DN25663_c0_g1	4.177676371	0.23791934	0.40563128	0.018408067	NA
TRINITY_DN7445_c0_g1	992.1968924	0.237406496	0.078261366	0.000220627	0.006320951
TRINITY_DN1071_c0_g1	37.21124268	0.23720569	0.219848559	0.024533351	0.222674579
TRINITY_DN6379_c0_g1	14.23319966	0.236931815	0.300415702	0.035538007	0.275771618
TRINITY_DN3250_c1_g1	25.55380875	0.236703451	0.248264225	0.030036315	0.250290098
TRINITY_DN1120_c1_g1	13.95383896	0.236636291	0.30991601	0.035829672	0.276104115
TRINITY_DN2147_c0_g2	72.67949942	0.236589144	0.180069088	0.016210797	0.167335634
TRINITY_DN2217_c0_g1	107.03116	0.235928911	0.160493175	0.012112915	0.137624207
TRINITY_DN5471_c0_g1	23.55714072	0.23569536	0.259787848	0.032273528	0.260773236
TRINITY_DN6738_c0_g1	9.078055583	0.235529393	0.345817227	0.033678368	0.265926529
TRINITY_DN8644_c0_g1	676.5145815	0.23543829	0.086110122	0.000578773	0.013911444
TRINITY_DN2563_c0_g1	12.93687384	0.23539283	0.323245817	0.035951147	0.276611894
TRINITY_DN2400_c0_g1	33.40062019	0.235180798	0.233093867	0.028002958	0.240572507
TRINITY_DN3454_c0_g1	23.48292781	0.235038448	0.262839712	0.032997994	0.263430031
TRINITY_DN4705_c0_g1	14.56572544	0.234511521	0.298522875	0.036460809	0.277424547
TRINITY_DN2074_c0_g1	25.41887123	0.234227295	0.252186558	0.031783478	0.259013947
TRINITY_DN4677_c0_g1	43.96953042	0.233717435	0.213054726	0.024581829	0.222674579
TRINITY_DN996_c4_g1	524.5558884	0.233475477	0.09016492	0.000911145	0.020021134
TRINITY_DN8826_c0_g1	175.0128935	0.232815793	0.13636456	0.007817019	0.101958667
TRINITY_DN377_c0_g1	39.27976828	0.232633704	0.215475973	0.02556611	0.227261897
TRINITY_DN7606_c0_g1	609.1384814	0.23263165	0.104185196	0.002374462	0.042157779
TRINITY_DN316_c1_g1	18.97431825	0.232535673	0.290054421	0.036892152	0.279046748
TRINITY_DN1454_c0_g1	31.0620068	0.232390892	0.236921555	0.029981082	0.250290098
TRINITY_DN115_c2_g1	12.56861068	0.231699575	0.314719404	0.037663312	0.282622925
TRINITY_DN5377_c0_g1	3.203296328	0.231620043	0.424158856	0.011449377	NA
TRINITY_DN3945_c2_g1	34.81633773	0.231533015	0.248051837	0.03235794	0.261088205
TRINITY_DN15289_c0_g1	2.937386683	0.230916308	0.444906759	0.004964932	NA
TRINITY_DN1770_c0_g2	20.98044859	0.230769554	0.26943598	0.035820295	0.276104115
TRINITY_DN1802_c0_g1	41.56512857	0.230357692	0.209210128	0.02520728	0.225578047
TRINITY_DN2962_c0_g1	42.26558426	0.230346468	0.210679584	0.025537542	0.227261897
TRINITY_DN3207_c3_g1	11.27530907	0.229459809	0.314839356	0.038531671	0.286002079
TRINITY_DN4847_c0_g1	34.74403482	0.229310656	0.223802585	0.028830722	0.244778908
TRINITY_DN3729_c0_g1	20.4773093	0.227359463	0.269606729	0.037487823	0.282104837
TRINITY_DN1053_c0_g1	14.03690352	0.227070392	0.298376708	0.03967312	0.292133807
TRINITY_DN25568_c0_g1	38.27050658	0.226814829	0.220910172	0.02941687	0.248235135
TRINITY_DN2307_c0_g1	48.27068522	0.225466684	0.198342094	0.024922436	0.22407718
TRINITY_DN18191_c0_g1	49.32614844	0.225125805	0.205137846	0.026692097	0.233223071
TRINITY_DN1425_c0_g2	24.71350532	0.223171564	0.252933797	0.037343337	0.281576374
TRINITY_DN3602_c2_g1	7.699746852	0.222994481	0.340446593	0.03802322	0.283492273
TRINITY_DN3413_c0_g1	24.73273472	0.222442348	0.246459024	0.036663236	0.278022579
TRINITY_DN5220_c1_g2	80.97104101	0.222338161	0.159753429	0.016543339	0.169738413
TRINITY_DN2257_c0_g1	115.3714797	0.221446581	0.158718863	0.016623152	0.170272225
TRINITY_DN1321_c2_g1	59.26820672	0.221219114	0.183527927	0.023218867	0.216044429
TRINITY_DN22359_c1_g1	1762.946641	0.221124385	0.07671065	0.000491157	0.012156587
TRINITY_DN20553_c0_g1	23.75629441	0.221045513	0.254782809	0.038771888	0.287144865
TRINITY_DN183_c0_g1	141.2817012	0.220636941	0.129146534	0.009295691	0.115252726
TRINITY_DN1717_c0_g1	15.86091822	0.220581715	0.283610321	0.042184721	0.303310881
TRINITY_DN7648_c0_g1	4.973660191	0.220196692	0.381731308	0.026511382	NA
TRINITY_DN3807_c0_g1	6.13834003	0.220045995	0.355655646	0.035243956	NA
TRINITY_DN7320_c0_g1	195.2908886	0.22001919	0.120721565	0.007442381	0.098216641
TRINITY_DN6205_c0_g1	5.355145325	0.219918648	0.369029553	0.031130923	NA
TRINITY_DN2028_c0_g1	87.51836358	0.219257136	0.160763644	0.018062147	0.181384279
TRINITY_DN3672_c0_g1	68.78341776	0.219196445	0.19113674	0.026163118	0.231641014
TRINITY_DN307_c0_g2	37.34944651	0.21894916	0.209039921	0.030749091	0.254004279
TRINITY_DN12302_c0_g1	4.72314351	0.21794029	0.383575597	0.025778932	NA
TRINITY_DN1456_c0_g1	68.08285441	0.217472372	0.174383061	0.022569395	0.211942221
TRINITY_DN2011_c0_g2	32.9161162	0.21741866	0.222498512	0.034699997	0.271483645
TRINITY_DN9042_c0_g1	245.9646317	0.217359951	0.135098319	0.011835746	0.135399304
TRINITY_DN5507_c0_g1	191.5336458	0.216951805	0.136940129	0.01247187	0.140266398
TRINITY_DN3186_c0_g1	53.08699093	0.216736127	0.187666159	0.026512531	0.232876562
TRINITY_DN13167_c0_g1	25.0617956	0.216603025	0.240875839	0.038923362	0.287946379
TRINITY_DN11049_c0_g1	8.671472512	0.216598645	0.329685445	0.041973831	0.302120831
TRINITY_DN566_c0_g1	39.69797785	0.215748932	0.20855133	0.03239245	0.261088205
TRINITY_DN1364_c0_g1	47.05640285	0.214213418	0.195721009	0.029999963	0.250290098
TRINITY_DN15824_c0_g1	7.997958336	0.21352881	0.340449566	0.040788282	0.296885096
TRINITY_DN138_c0_g1	476.8623743	0.213167004	0.09038655	0.002462961	0.043497076
TRINITY_DN5806_c0_g1	87.26644532	0.213003841	0.154226321	0.018971257	0.188523325
TRINITY_DN4823_c0_g1	45.30675777	0.212882212	0.195621686	0.030725864	0.254004279
TRINITY_DN1168_c0_g1	65.95914193	0.21197447	0.177977166	0.026375376	0.232237241
TRINITY_DN6366_c1_g1	38.09631911	0.211605721	0.212576617	0.035805839	0.276104115
TRINITY_DN5269_c0_g1	7.345714752	0.211553097	0.332666686	0.043182291	NA
TRINITY_DN1143_c0_g1	119.0492938	0.211395504	0.135145683	0.014023245	0.152347571
TRINITY_DN298_c0_g1	89.17135455	0.210966537	0.16531207	0.023233375	0.216044429
TRINITY_DN412_c0_g1	21.96458454	0.210872128	0.247192771	0.043508294	0.310813543
TRINITY_DN1684_c0_g1	14.34044285	0.210090373	0.400902872	0.017215184	0.174760163
TRINITY_DN5070_c0_g1	72.59897819	0.208782073	0.169590083	0.025676638	0.227940078
TRINITY_DN5843_c0_g1	42.88801648	0.208470703	0.205755942	0.036039645	0.276611894
TRINITY_DN17475_c0_g1	5.813370475	0.208360563	0.358450899	0.036312781	NA
TRINITY_DN7753_c0_g1	5.928239397	0.207658976	0.358142496	0.036528291	NA
TRINITY_DN2588_c1_g1	4.610086656	0.207557439	0.373992172	0.029812097	NA
TRINITY_DN29578_c0_g1	6.421933951	0.207458606	0.342929499	0.041809522	NA
TRINITY_DN2024_c0_g1	9.411114739	0.207009302	0.313668732	0.048271151	0.332078198
TRINITY_DN9647_c0_g1	29.93910054	0.206324938	0.226803553	0.042501291	0.304685374
TRINITY_DN12200_c0_g1	2.856427199	0.206318444	0.411027858	0.011576926	NA
TRINITY_DN3397_c0_g1	13.20549735	0.206044179	0.299298323	0.050071251	0.338765275
TRINITY_DN8900_c0_g1	953.7287295	0.206017474	0.082401308	0.001953169	0.036122772
TRINITY_DN825_c0_g2	31.0589969	0.205968542	0.220686825	0.041355197	0.299012166
TRINITY_DN3444_c0_g1	5.308879426	0.205304597	0.353944155	0.038502071	NA
TRINITY_DN416_c1_g2	79.00911925	0.205088715	0.154377754	0.022981578	0.21490358
TRINITY_DN9018_c0_g1	77.51439353	0.204813564	0.179172485	0.03089383	0.254568215
TRINITY_DN4330_c0_g1	9.535677674	0.203888085	0.314904587	0.049552344	0.337015915
TRINITY_DN2481_c1_g2	16.9089358	0.203476527	0.278194033	0.051693053	0.34314292
TRINITY_DN59_c0_g1	20.65712395	0.203047794	0.253008968	0.049583156	0.337015915
TRINITY_DN4978_c0_g2	1515.521342	0.202950153	0.072850244	0.000934147	0.020325327
TRINITY_DN3174_c1_g1	1765.718072	0.202898641	0.067741814	0.0004952	0.012211255
TRINITY_DN3390_c0_g1	251.2083855	0.202479197	0.10938586	0.009353733	0.115756787
TRINITY_DN22737_c0_g1	16.65531368	0.202294973	0.271902379	0.052114936	0.343917161
TRINITY_DN6215_c0_g1	26.5272551	0.201952603	0.229518479	0.046124432	0.323368428
TRINITY_DN2050_c1_g1	25.88885326	0.201820723	0.231344482	0.046605018	0.325599378
TRINITY_DN2534_c0_g1	72.77590334	0.201620696	0.159583659	0.026677359	0.233223071
TRINITY_DN804_c0_g1	79.55650606	0.201324563	0.160124064	0.027036279	0.235202714
TRINITY_DN5630_c0_g1	1049.847305	0.200662507	0.088632255	0.003909608	0.060960593
TRINITY_DN4300_c0_g1	23.01717545	0.200180497	0.245101365	0.050390932	0.339297425
TRINITY_DN7306_c0_g1	37.66666068	0.19872623	0.211529996	0.044237401	0.314406558
TRINITY_DN12114_c0_g1	134.1752281	0.198071161	0.133612514	0.01968826	0.19220592
TRINITY_DN3193_c0_g2	55.76958194	0.198022346	0.173070916	0.033446139	0.26573317
TRINITY_DN2042_c0_g1	32.35635792	0.19794516	0.217162205	0.046242106	0.323403298
TRINITY_DN3656_c0_g2	18.64272322	0.197895814	0.254200968	0.053430578	0.349415035
TRINITY_DN17167_c0_g1	1428.107739	0.197842155	0.073400537	0.001335028	0.026772939
TRINITY_DN1611_c0_g1	106.5880276	0.197579781	0.135235566	0.020550788	0.198907538
TRINITY_DN3349_c0_g1	29.00680953	0.197254898	0.216714867	0.046658055	0.325628231
TRINITY_DN2210_c0_g1	56.73686786	0.196826987	0.171118051	0.03363882	0.265926529
TRINITY_DN5485_c0_g1	11.15560431	0.196479601	0.30099276	0.055289237	0.355324075
TRINITY_DN4079_c4_g1	27.23632146	0.195709416	0.251127598	0.054656696	0.353648475
TRINITY_DN514_c0_g2	6.726730746	0.194910112	0.346212622	0.043555429	NA
TRINITY_DN2558_c0_g1	13.64030625	0.194696129	0.280733712	0.0575684	0.361936171
TRINITY_DN16311_c0_g1	2650.78396	0.194691353	0.071093542	0.001251466	0.025403226
TRINITY_DN1026_c0_g1	58.26333164	0.194646063	0.184968508	0.039713404	0.292133807
TRINITY_DN10214_c0_g1	4.151568066	0.19463598	0.36738084	0.032916392	NA
TRINITY_DN26296_c0_g1	5.05477453	0.194568388	0.357278328	0.038341085	NA
TRINITY_DN3926_c0_g1	4.876499442	0.194132158	0.351065754	0.041462312	NA
TRINITY_DN12440_c0_g1	22.38908064	0.194055845	0.248301217	0.055532173	0.356197697
TRINITY_DN26090_c0_g1	8.329059949	0.193781672	0.32823009	0.050740578	0.340212257
TRINITY_DN2512_c0_g1	36.07409746	0.193561628	0.216264468	0.049456853	0.337015915
TRINITY_DN7492_c0_g1	69.32674258	0.193461453	0.16402117	0.033630182	0.265926529
TRINITY_DN1074_c0_g2	11.55587068	0.192988842	0.286243912	0.058618689	0.367498335
TRINITY_DN2739_c0_g1	20.49193936	0.192872002	0.246615087	0.056218235	0.356714729
TRINITY_DN1661_c0_g4	1.98072052	0.192618701	0.413044382	0.006582263	NA
TRINITY_DN3586_c0_g1	15.36849774	0.191425306	0.270951753	0.059750751	0.370698894
TRINITY_DN1364_c1_g1	37.12544676	0.191027213	0.19625083	0.046053305	0.323368428
TRINITY_DN3408_c0_g1	8.638353938	0.190852226	0.313410236	0.056201794	0.356714729
TRINITY_DN4_c0_g1	516.3463358	0.190766529	0.084007502	0.004606399	0.068765478
TRINITY_DN1370_c0_g1	104.2907431	0.19070723	0.245414337	0.057796148	0.36302524
TRINITY_DN656_c1_g1	77.49385709	0.190453319	0.153388729	0.031972444	0.260138695
TRINITY_DN888_c0_g1	6.430405535	0.190429758	0.323980744	0.053431105	NA
TRINITY_DN16332_c1_g1	975.6025601	0.190340918	0.094661201	0.008327405	0.106828256
TRINITY_DN9527_c0_g1	9.515010642	0.189992409	0.297757902	0.059592157	0.370116213
TRINITY_DN3321_c0_g2	6.03439335	0.189810118	0.334617251	0.049754784	NA
TRINITY_DN355_c0_g1	70.79090496	0.189463147	0.164739818	0.036924029	0.279046748
TRINITY_DN8115_c1_g1	1896.29298	0.189070666	0.066626617	0.00103685	0.022055416
TRINITY_DN33526_c0_g1	1224.954493	0.188979892	0.074852828	0.002509995	0.044093791
TRINITY_DN15689_c0_g2	13.43100286	0.188712604	0.272923915	0.061872139	0.376549088
TRINITY_DN495_c0_g1	116.7502307	0.188210085	0.131861223	0.0249721	0.22407718
TRINITY_DN1242_c0_g1	96.43955217	0.188146476	0.14007251	0.028427331	0.243062604
TRINITY_DN4711_c0_g1	78.09774315	0.18776657	0.154578934	0.034474443	0.270036283
TRINITY_DN5929_c1_g1	32.58342916	0.18772844	0.210884623	0.0530158	0.347908451
TRINITY_DN3537_c0_g1	145.040606	0.185825084	0.124864375	0.023545172	0.217727435
TRINITY_DN12527_c0_g1	757.2448579	0.185708384	0.077058986	0.003584573	0.056959641
TRINITY_DN282_c0_g1	80.80301047	0.185459665	0.149283986	0.034223096	0.268383241
TRINITY_DN23737_c0_g1	4.419472712	0.185096504	0.353480401	0.041018268	NA
TRINITY_DN9015_c0_g1	135.8364447	0.183986898	0.124151674	0.024481841	0.222674579
TRINITY_DN4698_c1_g1	30.82959509	0.183875544	0.212089391	0.056848999	0.35979148
TRINITY_DN2427_c0_g1	217.0939235	0.183500637	0.113206261	0.019662516	0.19220592
TRINITY_DN923_c0_g1	37.51569247	0.183135372	0.196235668	0.053038011	0.347908451
TRINITY_DN1060_c1_g1	106.445149	0.182884448	0.146191115	0.035063346	0.273362711
TRINITY_DN8534_c1_g2	703.2479763	0.18276727	0.084381606	0.00678459	0.091812602
TRINITY_DN2276_c0_g1	29.20707198	0.182352557	0.2107309	0.057938441	0.363576001
TRINITY_DN434_c4_g1	25.82822142	0.182290943	0.221224681	0.060621293	0.372683813
TRINITY_DN10535_c0_g1	3.795702347	0.181991532	0.355683593	0.039670551	NA
TRINITY_DN3938_c0_g1	48.61473669	0.181735431	0.175333537	0.04742614	0.328920039
TRINITY_DN8892_c0_g1	6.292391587	0.181729614	0.33327528	0.052754918	NA
TRINITY_DN3187_c0_g1	319.2485823	0.18162591	0.096848626	0.012776175	0.142247116
TRINITY_DN2613_c0_g1	15.80232541	0.181279828	0.252703278	0.066960394	0.394089171
TRINITY_DN490_c0_g1	33.38153756	0.181207507	0.205199733	0.057532027	0.361936171
TRINITY_DN9623_c0_g1	84.77204805	0.180700634	0.14410104	0.036032529	0.276611894
TRINITY_DN3728_c0_g1	195.8833593	0.180452609	0.10838827	0.019194068	0.190169795
TRINITY_DN12473_c0_g1	1093.137908	0.180389315	0.07207575	0.003098653	0.051193129
TRINITY_DN174_c5_g2	29.59828847	0.180321165	0.214365494	0.060870944	0.373873382
TRINITY_DN2047_c0_g1	173.6339202	0.180111085	0.126982764	0.028696897	0.24464013
TRINITY_DN3155_c0_g1	41.19857151	0.179878919	0.191873444	0.054828807	0.354010141
TRINITY_DN957_c0_g1	1.709190507	0.179683834	0.407521723	0.00455915	NA
TRINITY_DN18687_c0_g1	1152.71883	0.179256887	0.071359155	0.003083955	0.051193129
TRINITY_DN5597_c0_g1	57.53736063	0.179186022	0.184782525	0.053186155	0.348436463
TRINITY_DN321_c0_g1	406.5646019	0.178742103	0.125080366	0.028860235	0.244778908
TRINITY_DN6691_c0_g1	12.60993381	0.178428223	0.271399603	0.07029535	0.402374877
TRINITY_DN1951_c0_g1	38.69697561	0.178390659	0.211977266	0.062198847	0.377846646
TRINITY_DN13873_c0_g1	10.62409821	0.178313253	0.280564608	0.069892517	0.401158946
TRINITY_DN179_c0_g1	15.31425041	0.178148724	0.254673433	0.070057444	0.401759228
TRINITY_DN1348_c0_g3	103.5144917	0.177914348	0.133432027	0.033608662	0.265926529
TRINITY_DN13231_c0_g1	7.498643916	0.177736362	0.309633018	0.064309788	0.38536696
TRINITY_DN10867_c0_g1	1450.72701	0.177614505	0.071072704	0.003283281	0.053447643
TRINITY_DN94_c0_g2	21.80875078	0.176849492	0.238263828	0.069376437	0.399581289
TRINITY_DN2567_c1_g1	6.981525555	0.176461231	0.311658082	0.064309942	NA
TRINITY_DN130_c0_g1	75.65394728	0.176261672	0.152699289	0.043855531	0.312623258
TRINITY_DN9630_c0_g1	1322.107854	0.176214962	0.072670571	0.004076834	0.062687209
TRINITY_DN1627_c0_g1	30.26815577	0.176206194	0.209119263	0.06371127	0.383188472
TRINITY_DN9310_c0_g1	6.842174815	0.176110871	0.311692011	0.064488163	NA
TRINITY_DN4906_c0_g1	10.55725557	0.17606626	0.282571058	0.071524484	0.406174106
TRINITY_DN1201_c0_g1	150.9171763	0.175945579	0.122484319	0.029842686	0.250249626
TRINITY_DN4309_c0_g1	34.69783547	0.175880989	0.200144428	0.061502334	0.375672055
TRINITY_DN1974_c0_g1	305.1768619	0.175818049	0.100485706	0.017885085	0.179949221
TRINITY_DN628_c0_g1	14.88716998	0.175623595	0.263137409	0.07285773	0.409250468
TRINITY_DN19960_c0_g1	119.629932	0.175462201	0.134642796	0.036395334	0.277424547
TRINITY_DN48_c0_g1	22.59099179	0.175429346	0.230652192	0.069519624	0.399976204
TRINITY_DN2116_c1_g1	55.20678936	0.174462235	0.166651523	0.051417619	0.342799433
TRINITY_DN1227_c6_g1	59.45558872	0.174038998	0.164161302	0.050876603	0.340438615
TRINITY_DN9109_c0_g1	26.23650333	0.173427283	0.21251391	0.067611062	0.395914207
TRINITY_DN12685_c0_g1	73.87271463	0.173297114	0.149592674	0.045492086	0.320514614
TRINITY_DN11253_c0_g1	5.573414121	0.173133428	0.32371942	0.060503999	NA
TRINITY_DN2390_c5_g1	27.49447391	0.173113145	0.215053168	0.068599816	0.398096096
TRINITY_DN4841_c0_g2	11.22988922	0.172964428	0.27726999	0.074742768	0.415269403
TRINITY_DN633_c0_g1	59.39823396	0.172867661	0.158450268	0.049779406	0.337569207
TRINITY_DN2459_c0_g1	4.627475613	0.172789409	0.339312978	0.051181335	NA
TRINITY_DN10390_c0_g2	35.17733962	0.172740853	0.199015028	0.064590862	0.385809993
TRINITY_DN7161_c1_g1	7.724152833	0.172607917	0.300352165	0.070454438	0.402374877
TRINITY_DN1389_c4_g1	66.58958298	0.172350153	0.15652799	0.049519846	0.337015915
TRINITY_DN5884_c0_g1	25.97590936	0.172037232	0.213065884	0.069301477	0.399581289
TRINITY_DN2607_c0_g1	56.93248893	0.171647636	0.166173852	0.054275501	0.352552477
